dataset,metric,posicao,basis,mean,std,n_folds_paired,friedman_statistic,friedman_p,friedman_significant,kendalls_w
iris,f1,7,cubic_spline,0.9539594356261023,0.06689042342320785,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,8,logarithmic,0.9539594356261023,0.06689042342320785,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,9,quartic_spline,0.9539594356261023,0.06689042342320785,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,10,radial,0.9539594356261023,0.06689042342320785,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,11,wendland_c2,0.9539594356261023,0.06689042342320785,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,12,attention,0.9533245149911818,0.06746146878373793,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,13,harmonic,0.9533245149911818,0.06746146878373793,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,14,lorentzian,0.9533245149911818,0.06746146878373793,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,15,sigmoidal,0.9525749559082893,0.06030953502531038,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,16,entropic,0.9522927689594357,0.06056024962871549,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,17,gen_exponential,0.9509347442680777,0.0714817905132996,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,18,laplacian,0.9509347442680777,0.0714817905132996,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,19,softmax_radial,0.9509347442680777,0.0714817905132996,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,20,rbf_gaussian,0.9471252204585539,0.07182130113833496,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
iris,f1,21,multiquadratic,0.9464109347442681,0.06764352537811455,30,19.621621621621347,0.48181149311123384,False,0.032702702702702244
letter,f1,1,rbf_gaussian,0.9497950211567583,0.005236687979572778,30,252.17181697756732,4.165850019995997e-42,True,0.42028636162927885
letter,f1,2,entropic,0.9494872248315607,0.006247622519789461,30,252.17181697756732,4.165850019995997e-42,True,0.42028636162927885
letter,f1,3,sigmoidal,0.9494622444184014,0.0049296702650098835,30,252.17181697756732,4.165850019995997e-42,True,0.42028636162927885
letter,f1,4,gen_exponential,0.9493879555065121,0.00638498238366561,30,252.17181697756732,4.165850019995997e-42,True,0.42028636162927885
letter,f1,5,radial,0.9492852041067362,0.006231516819009949,30,252.17181697756732,4.165850019995997e-42,True,0.42028636162927885
